"TextID","TextTitle","Text_Author","Text_year_creation","total_sentences","token_sentences","token_sentence_percent","top_tokens","avg_words_per_token_sentence","avg_words_for_token_sentence","top_pos_stats"
1,"Война и мир","Лев Николаевич Толстой",1863,"31753","133","0.42","[{""count"": 108, ""token"": ""дым""}, {""count"": 38, ""token"": ""запах""}, {""count"": 9, ""token"": ""пот""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 3, ""token"": ""навоз""}, {""count"": 2, ""token"": ""дух""}, {""count"": 1, ""token"": ""вонючий""}, {""count"": 1, ""token"": ""пахучий""}, {""count"": 1, ""token"": ""аромат""}]","2.29","3.12","{""top_pos_дух"": [{""examples"": [""–""], ""frequency"": 1, ""part_of_speech"": ""PUNCT""}, {""examples"": [""вам""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""жить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_дым"": [{""examples"": [""бегать"", ""бубухали"", ""быть"", ""видеть"", ""виднеться"", ""втягивать"", ""выпускать"", ""глядеть"", ""двигаться"", ""двинуться"", ""делать"", ""есть"", ""задыхался"", ""закрыть"", ""застилать"", ""застилая"", ""застлало"", ""застлалось"", ""застлать"", ""кипело"", ""мелькать"", ""обдать"", ""объяснять"", ""оглядывался"", ""пахнуть"", ""подниматься"", ""подняться"", ""показаться"", ""помешать"", ""появиться"", ""преобразиться"", ""присоединяться"", ""проехать"", ""пропитать"", ""различить"", ""разнестись"", ""разойтись"", ""рассеяться"", ""светил"", ""скрывать"", ""скрыться"", ""спутаться"", ""становиться"", ""стать"", ""стлался"", ""теряться"", ""увидать""], ""frequency"": 47, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""блестками"", ""выстрел"", ""движение"", ""звук"", ""костёр"", ""кровь"", ""место"", ""огонь"", ""орудие"", ""пожар"", ""поле"", ""пушка"", ""русских"", ""солнце"", ""то"", ""туман"", ""француз"", ""человек"", ""штык""], ""frequency"": 19, ""part_of_speech"": ""NOUN""}, {""examples"": [""виднеться"", ""делавших"", ""нерасходившемся"", ""оглушать"", ""оставить"", ""относимым"", ""относить"", ""стоять"", ""стрелявшую"", ""тянуться"", ""уносимого""], ""frequency"": 11, ""part_of_speech"": ""VERB""}, {""examples"": [""в"", ""за"", ""из"", ""между"", ""на"", ""от"", ""с"", ""сквозь"", ""среди""], ""frequency"": 9, ""part_of_speech"": ""ADP""}, {""examples"": [""густой"", ""первый"", ""полный"", ""пороховой"", ""табачный"", ""чёрный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""далеко"", ""ещё""], ""frequency"": 2, ""part_of_speech"": ""ADV""}, {""examples"": [""то"", ""что""], ""frequency"": 2, ""part_of_speech"": ""PRON""}, {""examples"": [""свой"", ""этот""], ""frequency"": 2, ""part_of_speech"": ""DET""}, {""examples"": [""и"", ""но""], ""frequency"": 2, ""part_of_speech"": ""CCONJ""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}, {""examples"": [""быть""], ""frequency"": 1, ""part_of_speech"": ""AUX""}, {""examples"": [""–""], ""frequency"": 1, ""part_of_speech"": ""PUNCT""}, {""examples"": [""два""], ""frequency"": 1, ""part_of_speech"": ""NUM""}], ""top_pos_пот"": [{""examples"": [""выступить"", ""лить"", ""очнуться"", ""проснуться"", ""размочиться"", ""сидеть""], ""frequency"": 6, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""в"", ""от""], ""frequency"": 2, ""part_of_speech"": ""ADP""}, {""examples"": [""отделялся""], ""frequency"": 1, ""part_of_speech"": ""VERB""}, {""examples"": [""глаз""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""холодный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_запах"": [{""examples"": [""вспоминать"", ""вызвать"", ""выпадать"", ""думать"", ""заметить"", ""измениться"", ""морщась"", ""несло"", ""обхватить"", ""отделяться"", ""пахнуть"", ""показаться"", ""принюхивался"", ""происходить"", ""разлить"", ""распространявший"", ""распространять"", ""сливаться"", ""слиться"", ""слышать"", ""слышаться"", ""чувствовать"", ""чувствоваться""], ""frequency"": 23, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""двор"", ""дух"", ""дым"", ""еда"", ""запах"", ""картофель"", ""лепёшка"", ""мёд"", ""мясо"", ""отец"", ""пальник"", ""полынь"", ""порох"", ""пот"", ""пробка"", ""пустота"", ""сена"", ""слыша"", ""табак"", ""тело"", ""человек"", ""яство""], ""frequency"": 22, ""part_of_speech"": ""NOUN""}, {""examples"": [""больничный"", ""горький"", ""душистый"", ""душный"", ""едкий"", ""крепкий"", ""мирный"", ""приятный"", ""сильный"", ""спиртовой"", ""тяжкий""], ""frequency"": 11, ""part_of_speech"": ""ADJ""}, {""examples"": [""в"", ""к"", ""от"", ""по"", ""с""], ""frequency"": 5, ""part_of_speech"": ""ADP""}, {""examples"": [""издавать"", ""распространявшегося"", ""смешать"", ""усилившийся"", ""успеть""], ""frequency"": 5, ""part_of_speech"": ""VERB""}, {""examples"": [""свой"", ""тот"", ""этот""], ""frequency"": 3, ""part_of_speech"": ""DET""}, {""examples"": [""тем""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""да""], ""frequency"": 1, ""part_of_speech"": ""PART""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}, {""examples"": [""–""], ""frequency"": 1, ""part_of_speech"": ""PUNCT""}], ""top_pos_навоз"": [{""examples"": [""вычищать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_аромат"": [{""examples"": [""цвет""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_вонючий"": null, ""top_pos_пахучий"": null, ""top_pos_одеколон"": [{""examples"": [""брызгать"", ""брызнуть"", ""пахнуть""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""тело""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}]}"
2,"Анна Каренина","Лев Николаевич Толстой",1873,"19359","42","0.22","[{""count"": 24, ""token"": ""запах""}, {""count"": 12, ""token"": ""пот""}, {""count"": 7, ""token"": ""дым""}, {""count"": 6, ""token"": ""навоз""}, {""count"": 2, ""token"": ""чадо""}, {""count"": 1, ""token"": ""душистый""}, {""count"": 1, ""token"": ""пахучий""}, {""count"": 1, ""token"": ""потный""}, {""count"": 1, ""token"": ""дух""}]","2.57","4.33","{""top_pos_дух"": [{""examples"": [""приходить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_дым"": [{""examples"": [""выстрел"", ""копоть"", ""молоко"", ""облако"", ""сигара"", ""табак""], ""frequency"": 6, ""part_of_speech"": ""NOUN""}, {""examples"": [""бежать"", ""выходить"", ""потянуться"", ""стоять""], ""frequency"": 4, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""густой"", ""пахучий"", ""пороховой""], ""frequency"": 3, ""part_of_speech"": ""ADJ""}, {""examples"": [""за"", ""из""], ""frequency"": 2, ""part_of_speech"": ""ADP""}, {""examples"": [""широкою""], ""frequency"": 1, ""part_of_speech"": ""PROPN""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}], ""top_pos_пот"": [{""examples"": [""выступать"", ""катить"", ""нет"", ""отереть"", ""прилипшими"", ""промокнуть"", ""проснуться"", ""прохлаждал"", ""скатывался"", ""темнеть""], ""frequency"": 10, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""ливший"", ""холодный""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""в"", ""от""], ""frequency"": 2, ""part_of_speech"": ""ADP""}, {""examples"": [""лоб""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""его""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""обливать""], ""frequency"": 1, ""part_of_speech"": ""VERB""}], ""top_pos_чадо"": [{""examples"": [""любить"", ""простить""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""свой""], ""frequency"": 1, ""part_of_speech"": ""DET""}], ""top_pos_запах"": [{""examples"": [""брильянтина"", ""вино"", ""вкус"", ""воздух"", ""дух"", ""знакомых"", ""кореньев"", ""пахучей"", ""помёт"", ""порох"", ""проезд"", ""птица"", ""снег"", ""теплота"", ""уксус"", ""ус"", ""цветок""], ""frequency"": 17, ""part_of_speech"": ""NOUN""}, {""examples"": [""внося"", ""загадить"", ""замениться"", ""знать"", ""изливать"", ""казаться"", ""обдавать"", ""отцвести"", ""почувствовать"", ""радоваться"", ""слышать"", ""слышаться"", ""услышать""], ""frequency"": 13, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""болотный"", ""знакомый"", ""милый"", ""сонный"", ""тяжёлый"", ""удушливый"", ""ужасный"", ""чуждый""], ""frequency"": 8, ""part_of_speech"": ""ADJ""}, {""examples"": [""вбежать"", ""наполниться"", ""пропитать"", ""распространявшийся"", ""рассеять"", ""сена""], ""frequency"": 6, ""part_of_speech"": ""VERB""}, {""examples"": [""без"", ""в"", ""на"", ""по"", ""среди""], ""frequency"": 5, ""part_of_speech"": ""ADP""}, {""examples"": [""она"", ""тот""], ""frequency"": 2, ""part_of_speech"": ""DET""}, {""examples"": [""их""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""тотчас""], ""frequency"": 1, ""part_of_speech"": ""ADV""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""ласка""], ""frequency"": 1, ""part_of_speech"": ""PROPN""}], ""top_pos_навоз"": [{""examples"": [""возить"", ""подчищать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""запаханного""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_потный"": null, ""top_pos_пахучий"": null, ""top_pos_душистый"": null}"
3,"Севастопольские рассказы","Лев Николаевич Толстой",1855,"2124","24","1.13","[{""count"": 15, ""token"": ""дым""}, {""count"": 7, ""token"": ""запах""}, {""count"": 3, ""token"": ""пот""}, {""count"": 2, ""token"": ""потный""}, {""count"": 1, ""token"": ""вонючий""}, {""count"": 1, ""token"": ""навоз""}, {""count"": 1, ""token"": ""смрад""}]","2.46","2.97","{""top_pos_дым"": [{""examples"": [""белый"", ""густой"", ""пороховой"", ""самом"", ""синий"", ""чёрный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""двигаться"", ""застилать"", ""застлало"", ""застлать"", ""перебегать"", ""расходиться""], ""frequency"": 6, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""появиться"", ""расходиться"", ""стоять""], ""frequency"": 3, ""part_of_speech"": ""VERB""}, {""examples"": [""пароход"", ""порох""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""в""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""близкий""], ""frequency"": 1, ""part_of_speech"": ""ADV""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}], ""top_pos_пот"": [{""examples"": [""выступать"", ""выступить""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""холодный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_запах"": [{""examples"": [""гошпитальным"", ""особенный"", ""тяжёлый"", ""ужасный""], ""frequency"": 4, ""part_of_speech"": ""ADJ""}, {""examples"": [""закрыть"", ""наполнять"", ""поражать""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""сорока"", ""тело"", ""уголь""], ""frequency"": 3, ""part_of_speech"": ""NOUN""}, {""examples"": [""это""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""–""], ""frequency"": 1, ""part_of_speech"": ""PUNCT""}, {""examples"": [""наносить""], ""frequency"": 1, ""part_of_speech"": ""VERB""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""от""], ""frequency"": 1, ""part_of_speech"": ""ADP""}], ""top_pos_навоз"": null, ""top_pos_смрад"": [{""examples"": [""какой"", ""то""], ""frequency"": 2, ""part_of_speech"": ""DET""}, {""examples"": [""особенный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""гореть""], ""frequency"": 1, ""part_of_speech"": ""VERB""}, {""examples"": [""производить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_потный"": null, ""top_pos_вонючий"": null}"
4,"Братья Карамазовы","Фёдор Михайлович Достоевский",1878,"19051","17","0.09","[{""count"": 4, ""token"": ""пот""}, {""count"": 3, ""token"": ""фимиам""}, {""count"": 2, ""token"": ""ладан""}, {""count"": 2, ""token"": ""смрад""}, {""count"": 2, ""token"": ""вонючий""}, {""count"": 2, ""token"": ""благоухание""}, {""count"": 2, ""token"": ""дух""}, {""count"": 1, ""token"": ""запах""}, {""count"": 1, ""token"": ""душок""}, {""count"": 1, ""token"": ""дым""}, {""count"": 1, ""token"": ""вонь""}, {""count"": 1, ""token"": ""зловонный""}]","2.06","2.60","{""top_pos_дух"": [{""examples"": [""на""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""замерзать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_дым"": [{""examples"": [""прах""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""в""], ""frequency"": 1, ""part_of_speech"": ""ADP""}], ""top_pos_пот"": [{""examples"": [""лился"", ""показаться""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_вонь"": [{""examples"": [""в""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""ли""], ""frequency"": 1, ""part_of_speech"": ""PART""}, {""examples"": [""попасть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_душок"": [{""examples"": [""завестись""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""вольный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_запах"": [{""examples"": [""кухонный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""любить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_ладан"": [{""examples"": [""дышавший"", ""дышать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""на""], ""frequency"": 1, ""part_of_speech"": ""ADP""}], ""top_pos_смрад"": [{""examples"": [""вид"", ""грех""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""на"", ""среди""], ""frequency"": 2, ""part_of_speech"": ""ADP""}, {""examples"": [""видеть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""несмотря""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_фимиам"": [{""examples"": [""возносился"", ""исправиться"", ""таял""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""кадила""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""снова""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_вонючий"": null, ""top_pos_зловонный"": [{""examples"": [""болезнь""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}], ""top_pos_благоухание"": [{""examples"": [""осязаться"", ""точиться""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""явственно""], ""frequency"": 1, ""part_of_speech"": ""ADV""}]}"
5,"Преступление и наказание","Фёдор Михайлович Достоевский",1865,"13308","24","0.18","[{""count"": 7, ""token"": ""вонь""}, {""count"": 6, ""token"": ""пот""}, {""count"": 5, ""token"": ""дым""}, {""count"": 5, ""token"": ""запах""}, {""count"": 2, ""token"": ""зловоние""}, {""count"": 1, ""token"": ""дух""}, {""count"": 1, ""token"": ""обоняние""}]","2.17","2.85","{""top_pos_дух"": [{""examples"": [""быть"", ""одарить""], ""frequency"": 2, ""part_of_speech"": ""VERB""}, {""examples"": [""но""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""существо""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_дым"": [{""examples"": [""восходил"", ""звенит"", ""пройти""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""кадильный"", ""табачный""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""туман""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""врывавшихся""], ""frequency"": 1, ""part_of_speech"": ""VERB""}, {""examples"": [""так""], ""frequency"": 1, ""part_of_speech"": ""ADV""}], ""top_pos_пот"": [{""examples"": [""выступить"", ""идти"", ""катиться"", ""обтирать""], ""frequency"": 4, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""кровь"", ""лоб""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""даже""], ""frequency"": 1, ""part_of_speech"": ""PART""}], ""top_pos_вонь"": [{""examples"": [""известный"", ""летний"", ""нестерпимый"", ""особенный"", ""пьяный"", ""распивочный""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""лавочка"", ""множество""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""опять""], ""frequency"": 1, ""part_of_speech"": ""ADV""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""тот""], ""frequency"": 1, ""part_of_speech"": ""DET""}, {""examples"": [""распивочных""], ""frequency"": 1, ""part_of_speech"": ""VERB""}, {""examples"": [""довершили""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""ароматный"", ""винный"", ""знакомый"", ""противный"", ""сильный""], ""frequency"": 5, ""part_of_speech"": ""ADJ""}, {""examples"": [""лавочка"", ""сигара""], ""frequency"": 2, ""part_of_speech"": ""NOUN""}, {""examples"": [""пахнуть"", ""пропитать""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""с""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}], ""top_pos_зловоние"": [{""examples"": [""фонтанка""], ""frequency"": 1, ""part_of_speech"": ""PROPN""}], ""top_pos_обоняние"": [{""examples"": [""барак""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""для""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""только""], ""frequency"": 1, ""part_of_speech"": ""PART""}, {""examples"": [""потерять""], ""frequency"": 1, ""part_of_speech"": ""VERB""}]}"
6,"Идиот","Фёдор Михайлович Достоевский",1868,"13610","8","0.06","[{""count"": 6, ""token"": ""пот""}, {""count"": 3, ""token"": ""дым""}]","1.50","1.67","{""top_pos_дым"": [{""examples"": [""поднять"", ""разлетевшейся""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""мечта""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}], ""top_pos_пот"": [{""examples"": [""выступать"", ""выступить"", ""обтирал"", ""проступать"", ""смочить""], ""frequency"": 5, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""от""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""холодный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""этот""], ""frequency"": 1, ""part_of_speech"": ""DET""}]}"
7,"Отцы и дети","Иван Сергеевич Тургенев",1860,"4671","13","0.28","[{""count"": 8, ""token"": ""запах""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 2, ""token"": ""дым""}, {""count"": 1, ""token"": ""фимиам""}]","2.77","4.61","{""top_pos_дым"": [{""examples"": [""труба""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""от""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""сигарочный""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""закружиться""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""дурной"", ""крепкий"", ""медицинско"", ""приёмный"", ""приличный"", ""свежий"", ""хирургический""], ""frequency"": 7, ""part_of_speech"": ""ADJ""}, {""examples"": [""несло"", ""пахнуть"", ""подействовать"", ""распространять"", ""смешать"", ""установиться""], ""frequency"": 6, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""воздух"", ""звук"", ""табак"", ""хлеб""], ""frequency"": 4, ""part_of_speech"": ""NOUN""}, {""examples"": [""какой"", ""такой"", ""то""], ""frequency"": 3, ""part_of_speech"": ""DET""}, {""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}, {""examples"": [""с""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""них""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}, {""examples"": [""смешать""], ""frequency"": 1, ""part_of_speech"": ""VERB""}], ""top_pos_фимиам"": [{""examples"": [""губернский""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}], ""top_pos_одеколон"": [{""examples"": [""курить"", ""нюхать"", ""помочить""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}]}"
8,"Дворянское гнездо","Иван Сергеевич Тургенев",1860,"2979","13","0.44","[{""count"": 7, ""token"": ""запах""}, {""count"": 3, ""token"": ""дух""}, {""count"": 3, ""token"": ""пахучий""}, {""count"": 3, ""token"": ""одеколон""}, {""count"": 3, ""token"": ""ладан""}, {""count"": 1, ""token"": ""дым""}]","2.77","4.56","{""top_pos_дух"": [{""examples"": [""английский"", ""новый""], ""frequency"": 2, ""part_of_speech"": ""ADJ""}, {""examples"": [""с""], ""frequency"": 1, ""part_of_speech"": ""ADP""}, {""examples"": [""королева""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}, {""examples"": [""40""], ""frequency"": 1, ""part_of_speech"": ""NUM""}], ""top_pos_дым"": [{""examples"": [""какой"", ""то""], ""frequency"": 2, ""part_of_speech"": ""DET""}, {""examples"": [""исчезать""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""светлый""], ""frequency"": 1, ""part_of_speech"": ""ADJ""}, {""examples"": [""в""], ""frequency"": 1, ""part_of_speech"": ""ADP""}], ""top_pos_запах"": [{""examples"": [""крепкий"", ""мягкий"", ""первый"", ""подобный"", ""противный"", ""тонкий""], ""frequency"": 6, ""part_of_speech"": ""ADJ""}, {""examples"": [""дерево"", ""ладан"", ""пачули"", ""прелесть"", ""трава""], ""frequency"": 5, ""part_of_speech"": ""NOUN""}, {""examples"": [""какой"", ""такой"", ""то""], ""frequency"": 3, ""part_of_speech"": ""DET""}, {""examples"": [""веять"", ""распространять""], ""frequency"": 2, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""то"", ""что""], ""frequency"": 2, ""part_of_speech"": ""PRON""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}, {""examples"": [""стоять""], ""frequency"": 1, ""part_of_speech"": ""VERB""}], ""top_pos_ладан"": [{""examples"": [""запахнуть""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_пахучий"": [{""examples"": [""и""], ""frequency"": 1, ""part_of_speech"": ""CCONJ""}], ""top_pos_одеколон"": [{""examples"": [""нюхала"", ""пахнуть"", ""понюхала""], ""frequency"": 3, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""мята""], ""frequency"": 1, ""part_of_speech"": ""NOUN""}]}"
9,"Дым","Иван Сергеевич Тургенев",1865,"3195","22","0.69","[{""count"": 25, ""token"": ""дым""}, {""count"": 12, ""token"": ""запах""}, {""count"": 1, ""token"": ""нюхать""}, {""count"": 1, ""token"": ""пот""}, {""count"": 1, ""token"": ""дуновение""}]","3.36","4.35","{""top_pos_дым"": [{""examples"": [""вспомнились"", ""вспомнился"", ""думать"", ""переменится"", ""повторить"", ""повторять"", ""показаться"", ""следить"", ""стоять"", ""хлынет""], ""frequency"": 10, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""голова"", ""дым"", ""пара"", ""пачули"", ""сигара""], ""frequency"": 5, ""part_of_speech"": ""NOUN""}, {""examples"": [""в"", ""за"", ""от""], ""frequency"": 3, ""part_of_speech"": ""ADP""}, {""examples"": [""i"", ""сигарный"", ""табачный""], ""frequency"": 3, ""part_of_speech"": ""ADJ""}, {""examples"": [""отличнейшего"", ""шептать""], ""frequency"": 2, ""part_of_speech"": ""VERB""}, {""examples"": [""весь"", ""этот""], ""frequency"": 2, ""part_of_speech"": ""DET""}, {""examples"": [""\n\n""], ""frequency"": 1, ""part_of_speech"": ""SPACE""}, {""examples"": [""ничто""], ""frequency"": 1, ""part_of_speech"": ""PRON""}, {""examples"": [""дым""], ""frequency"": 1, ""part_of_speech"": ""PROPN""}], ""top_pos_пот"": [{""examples"": [""лить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}], ""top_pos_запах"": [{""examples"": [""благопристойный"", ""гвардейский"", ""дворянски"", ""дворянский"", ""женский"", ""неотступный"", ""отменный"", ""сильный"", ""томительный"", ""тонкий"", ""тяжёлый""], ""frequency"": 11, ""part_of_speech"": ""ADJ""}, {""examples"": [""впивать"", ""давать"", ""любить"", ""повеять"", ""поразить"", ""предшествуемый"", ""продушить"", ""разлит""], ""frequency"": 8, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""амбра"", ""волос"", ""капуста"", ""смесь"", ""цвет""], ""frequency"": 5, ""part_of_speech"": ""NOUN""}, {""examples"": [""какой"", ""то"", ""тот"", ""этот""], ""frequency"": 4, ""part_of_speech"": ""DET""}, {""examples"": [""как""], ""frequency"": 1, ""part_of_speech"": ""SCONJ""}], ""top_pos_нюхать"": [{""examples"": [""принадлежать"", ""стать""], ""frequency"": 2, ""part_of_speech"": ""VERB""}, {""examples"": [""повесить""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}, {""examples"": [""triple""], ""frequency"": 1, ""part_of_speech"": ""X""}], ""top_pos_дуновение"": [{""examples"": [""идти""], ""frequency"": 1, ""part_of_speech"": ""VERB_HEAD""}]}"
